,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Height,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%,href
111,7.7,.550,14.0,0.0,.111,0.1,3.4,30,2.4,7.9,7.7,.546,14.1,4.5,.637,7.1,80,80,6-11,NBA,34.1,2.7,2.5,20.0,Tim Duncan,C,0.8,None,2.8,10.6,SAS,.547,/players/d/duncati01.html
112,7.5,.498,15.1,0.0,.000,0.1,2.8,31,1.9,8.3,7.5,.497,15.1,4.3,.730,5.9,78,78,6-11,NBA,34.0,3.0,2.4,19.3,Tim Duncan,C,0.7,None,2.3,11.3,SAS,.497,/players/d/duncati01.html
113,7.4,.505,14.7,0.0,.000,0.0,3.5,32,1.7,8.0,7.4,.504,14.8,4.5,.692,6.4,75,75,6-11,NBA,33.7,2.7,2.3,19.3,Tim Duncan,C,0.5,None,2.2,10.7,SAS,.504,/players/d/duncati01.html
114,7.2,.522,13.7,0.0,.182,0.1,3.2,33,1.5,7.3,7.2,.518,13.9,3.5,.725,4.8,78,77,6-11,NBA,31.3,2.8,1.9,17.9,Tim Duncan,C,0.6,None,1.8,10.1,SAS,.519,/players/d/duncati01.html
115,5.5,.502,11.0,0.0,.000,0.1,2.7,34,1.9,6.7,5.5,.500,11.0,2.4,.716,3.4,76,76,6-11,NBA,28.4,2.2,1.6,13.4,Tim Duncan,C,0.7,None,1.6,8.9,SAS,.500,/players/d/duncati01.html
116,6.2,.495,12.6,0.0,.000,0.1,2.3,35,1.5,7.1,6.2,.492,12.6,3.0,.695,4.3,58,58,6-11,NBA,28.2,1.9,1.7,15.4,Tim Duncan,C,0.7,2011-12,1.7,9.0,SAS,.492,/players/d/duncati01.html
117,7.1,.504,14.0,0.0,.286,0.1,2.7,36,2.7,8.1,7.1,.502,14.1,3.6,.817,4.3,69,69,6-11,NBA,30.1,1.8,1.7,17.8,Tim Duncan,C,0.7,None,2.1,9.9,SAS,.503,/players/d/duncati01.html
118,6.0,.493,12.2,0.0,.000,0.1,3.0,37,1.9,7.6,6.0,.490,12.2,3.1,.731,4.3,74,74,6-11,NBA,29.2,2.1,1.8,15.1,Tim Duncan,C,0.6,2013-14,2.1,9.7,SAS,.490,/players/d/duncati01.html
119,5.4,.514,10.5,0.0,.286,0.1,3.0,38,2.0,6.9,5.4,.512,10.6,3.0,.740,4.0,77,77,6-11,NBA,28.9,2.2,2.1,13.9,Tim Duncan,C,0.8,None,1.7,9.1,SAS,.513,/players/d/duncati01.html
120,3.5,.490,7.2,0.0,.000,0.0,2.7,39,1.3,5.4,3.5,.488,7.2,1.5,.702,2.1,61,60,6-11,NBA,25.2,1.9,2.0,8.6,Tim Duncan,C,0.8,2015-16,1.5,7.3,SAS,.488,/players/d/duncati01.html
121,9.0,.563,16.1,0.0,.000,0.0,1.9,20,3.5,9.6,9.0,.562,16.1,5.3,.592,8.9,81,81,7-1,NBA,37.9,4.2,4.0,23.4,Shaquille O'Neal,C,0.7,None,3.8,13.9,ORL,.562,/players/o/onealsh01.html
122,11.8,.600,19.6,0.0,.000,0.0,2.4,21,2.9,8.5,11.8,.599,19.6,5.8,.554,10.5,81,81,7-1,NBA,39.8,4.7,3.5,29.3,Shaquille O'Neal,C,0.9,None,2.7,13.2,ORL,.599,/players/o/onealsh01.html
123,11.8,.585,20.1,0.0,.000,0.1,2.7,22,2.4,7.3,11.8,.583,20.2,5.8,.533,10.8,79,79,7-1,NBA,37.0,4.2,3.3,29.3,Shaquille O'Neal,C,0.9,None,2.6,11.4,ORL,.583,/players/o/onealsh01.html
124,10.9,.573,19.1,0.0,.500,0.0,2.9,23,2.1,7.7,11.0,.573,19.1,4.6,.487,9.5,54,52,7-1,NBA,36.0,3.4,3.6,26.6,Shaquille O'Neal,C,0.6,None,2.9,11.0,ORL,.574,/players/o/onealsh01.html
125,10.8,.559,19.4,0.0,.000,0.1,3.1,24,2.9,8.7,10.8,.557,19.4,4.5,.484,9.4,51,51,7-1,NBA,38.1,3.8,3.5,26.2,Shaquille O'Neal,C,0.9,None,2.9,12.5,LAL,.557,/players/o/onealsh01.html
126,11.2,.584,19.1,0.0,None,0.0,2.4,25,2.4,7.9,11.2,.584,19.1,6.0,.527,11.4,60,57,7-1,NBA,36.3,3.5,3.2,28.3,Shaquille O'Neal,C,0.7,None,2.9,11.4,LAL,.584,/players/o/onealsh01.html
127,10.4,.577,18.0,0.0,.000,0.0,2.3,26,1.7,6.9,10.4,.576,18.1,5.5,.540,10.2,49,49,7-1,NBA,34.8,3.8,3.2,26.3,Shaquille O'Neal,C,0.7,1998-99,2.5,10.7,LAL,.576,/players/o/onealsh01.html
128,12.1,.575,21.1,0.0,.000,0.0,3.8,27,3.0,9.4,12.1,.574,21.1,5.5,.524,10.4,79,79,7-1,NBA,40.0,4.3,3.2,29.7,Shaquille O'Neal,C,0.5,None,2.8,13.6,LAL,.574,/players/o/onealsh01.html
129,11.0,.573,19.2,0.0,.000,0.0,3.7,28,2.8,8.8,11.0,.572,19.2,6.7,.513,13.1,74,74,7-1,NBA,39.5,3.9,3.5,28.7,Shaquille O'Neal,C,0.6,None,2.9,12.7,LAL,.572,/players/o/onealsh01.html
130,10.6,.580,18.3,0.0,.000,0.0,3.0,29,2.0,7.2,10.6,.579,18.3,5.9,.555,10.7,67,66,7-1,NBA,36.1,3.5,3.0,27.2,Shaquille O'Neal,C,0.6,None,2.6,10.7,LAL,.579,/players/o/onealsh01.html
131,10.4,.574,18.1,0.0,None,0.0,3.1,30,2.4,7.2,10.4,.574,18.1,6.7,.622,10.8,67,66,7-1,NBA,37.8,3.9,3.4,27.5,Shaquille O'Neal,C,0.6,None,2.9,11.1,LAL,.574,/players/o/onealsh01.html
132,8.3,.584,14.1,0.0,None,0.0,2.9,31,2.5,7.8,8.3,.584,14.1,4.9,.490,10.1,67,67,7-1,NBA,36.8,3.7,3.4,21.5,Shaquille O'Neal,C,0.5,None,2.9,11.5,LAL,.584,/players/o/onealsh01.html
133,9.0,.601,15.0,0.0,None,0.0,2.7,32,2.3,6.9,9.0,.601,15.0,4.8,.461,10.5,73,73,7-1,NBA,34.1,3.5,3.6,22.9,Shaquille O'Neal,C,0.5,None,2.8,10.4,MIA,.601,/players/o/onealsh01.html
134,8.1,.600,13.6,0.0,None,0.0,1.9,33,1.8,6.3,8.1,.600,13.6,3.7,.469,8.0,59,58,7-1,NBA,30.6,2.9,3.9,20.0,Shaquille O'Neal,C,0.4,None,2.8,9.2,MIA,.600,/players/o/onealsh01.html
135,7.1,.591,12.0,0.0,None,0.0,2.0,34,1.4,5.0,7.1,.591,12.0,3.1,.422,7.4,40,39,7-1,NBA,28.4,2.4,3.5,17.3,Shaquille O'Neal,C,0.2,None,2.4,7.4,MIA,.591,/players/o/onealsh01.html
136,5.4,.593,9.1,0.0,None,0.0,1.5,35,1.4,6.4,5.4,.593,9.1,2.8,.503,5.5,61,61,7-1,NBA,28.7,2.7,3.7,13.6,Shaquille O'Neal,C,0.5,2007-08,3.0,9.1,TOT,.593,/players/o/onealsh01.html
137,5.8,.581,10.0,0.0,None,0.0,1.4,35,1.6,4.8,5.8,.581,10.0,2.7,.494,5.4,33,33,7-1,NBA,28.6,3.0,4.1,14.2,Shaquille O'Neal,C,0.6,2007-08,3.0,7.8,MIA,.581,/players/o/onealsh01.html
138,5.0,.611,8.2,0.0,None,0.0,1.7,35,1.2,8.2,5.0,.611,8.2,2.9,.513,5.7,28,28,7-1,NBA,28.7,2.4,3.4,12.9,Shaquille O'Neal,C,0.5,2007-08,3.0,10.6,PHO,.611,/players/o/onealsh01.html
139,6.8,.610,11.2,0.0,.000,0.0,1.7,36,1.4,5.9,6.8,.609,11.2,4.1,.595,6.9,75,75,7-1,NBA,30.0,2.5,3.4,17.8,Shaquille O'Neal,C,0.7,None,2.2,8.4,PHO,.609,/players/o/onealsh01.html
140,4.9,.567,8.7,0.0,.000,0.0,1.5,37,1.2,4.9,4.9,.566,8.7,2.1,.496,4.3,53,53,7-1,NBA,23.4,1.8,3.2,12.0,Shaquille O'Neal,C,0.3,2009-10,2.0,6.7,CLE,.566,/players/o/onealsh01.html
141,3.6,.667,5.4,0.0,None,0.0,0.7,38,1.1,3.5,3.6,.667,5.4,2.0,.557,3.5,37,36,7-1,NBA,20.3,1.3,3.2,9.2,Shaquille O'Neal,C,0.4,2010-11,1.5,4.8,BOS,.667,/players/o/onealsh01.html
142,,,,,,,2.2,22,None,None,6.0,.445,13.6,2.2,.728,3.0,80,None,6-5,NBA,27.5,None,2.4,14.3,John Havlicek,SF,None,1962-63,None,6.7,BOS,,/players/h/havlijo01.html
143,,,,,,,3.0,23,None,None,8.0,.417,19.2,3.9,.746,5.3,80,None,6-5,NBA,32.3,None,2.8,19.9,John Havlicek,SF,None,1963-64,None,5.4,BOS,,/players/h/havlijo01.html
144,,,,,,,2.7,24,None,None,7.6,.401,18.9,3.1,.744,4.2,75,None,6-5,NBA,28.9,None,2.7,18.3,John Havlicek,SG,None,1964-65,None,4.9,BOS,,/players/h/havlijo01.html
145,,,,,,,3.0,25,None,None,7.5,.399,18.7,3.9,.785,4.9,71,None,6-5,NBA,30.6,None,2.2,18.8,John Havlicek,SF,None,None,None,6.0,BOS,,/players/h/havlijo01.html
146,,,,,,,3.4,26,None,None,8.4,.444,19.0,4.5,.828,5.4,81,None,6-5,NBA,32.1,None,2.6,21.4,John Havlicek,SF,None,None,None,6.6,BOS,,/players/h/havlijo01.html
147,,,,,,,4.7,27,None,None,8.1,.429,18.9,4.5,.812,5.5,82,None,6-5,NBA,35.6,None,2.9,20.7,John Havlicek,SG,None,None,None,6.7,BOS,,/players/h/havlijo01.html
148,,,,,,,5.4,28,None,None,8.4,.405,20.8,4.7,.780,6.0,82,None,6-5,NBA,38.7,None,3.0,21.6,John Havlicek,SG,None,None,None,7.0,BOS,,/players/h/havlijo01.html
149,,,,,,,6.8,29,None,None,9.1,.464,19.6,6.0,.844,7.1,81,None,6-5,NBA,41.6,None,2.6,24.2,John Havlicek,SG,None,None,None,7.8,BOS,,/players/h/havlijo01.html
150,,,,,,,7.5,30,None,None,11.0,.450,24.5,6.8,.818,8.4,81,None,6-5,NBA,45.4,None,2.5,28.9,John Havlicek,SF,None,None,None,9.0,BOS,,/players/h/havlijo01.html
151,,,,,,,7.5,31,None,None,10.9,.458,23.9,5.6,.834,6.7,82,None,6-5,NBA,45.1,None,2.2,27.5,John Havlicek,SF,None,None,None,8.2,BOS,,/players/h/havlijo01.html
152,,,,,,,6.6,32,None,None,9.6,.450,21.3,4.6,.858,5.4,80,None,6-5,NBA,42.1,None,2.4,23.8,John Havlicek,SF,None,None,None,7.1,BOS,,/players/h/havlijo01.html
153,,,,,,,5.9,33,0.4,4.6,9.0,.456,19.8,4.6,.832,5.5,76,None,6-5,NBA,40.7,1.8,2.6,22.6,John Havlicek,SF,1.3,None,None,6.4,BOS,,/players/h/havlijo01.html
154,,,,,,,5.3,34,0.2,4.0,7.8,.455,17.2,3.5,.870,4.0,82,None,6-5,NBA,38.2,1.9,2.8,19.2,John Havlicek,SF,1.3,None,None,5.9,BOS,,/players/h/havlijo01.html
155,,,,,,,3.7,35,0.4,2.6,6.6,.450,14.8,3.7,.844,4.4,76,None,6-5,NBA,34.2,1.5,2.7,17.0,John Havlicek,SF,1.3,None,None,4.1,BOS,,/players/h/havlijo01.html
156,,,,,,,5.1,36,0.2,3.5,7.3,.452,16.2,3.0,.816,3.6,79,None,6-5,NBA,36.9,1.4,2.6,17.7,John Havlicek,SF,1.1,None,None,4.8,BOS,,/players/h/havlijo01.html
157,,,,,,,4.0,37,0.3,2.9,6.7,.449,14.8,2.8,.855,3.3,82,None,6-5,NBA,34.1,1.1,2.3,16.1,John Havlicek,SF,1.1,None,2.5,4.0,BOS,,/players/h/havlijo01.html
158,,,,,,,9.7,22,None,None,10.6,.473,22.5,9.2,.822,11.2,71,None,6-5,NBA,42.7,None,3.1,30.5,Oscar Robertson,PG,None,None,,10.1,CIN,,/players/r/roberos01.html
159,,,,,,,11.4,23,None,None,11.0,.478,22.9,8.9,.803,11.0,79,None,6-5,NBA,44.3,None,3.3,30.8,Oscar Robertson,PG,None,None,,12.5,CIN,,/players/r/roberos01.html
160,,,,,,,9.5,24,None,None,10.3,.518,19.9,7.7,.810,9.5,80,None,6-5,NBA,44.0,None,3.7,28.3,Oscar Robertson,PG,None,None,,10.4,CIN,,/players/r/roberos01.html
161,,,,,,,11.0,25,None,None,10.6,.483,22.0,10.1,.853,11.9,79,None,6-5,NBA,45.1,None,3.5,31.4,Oscar Robertson,PG,None,None,,9.9,CIN,,/players/r/roberos01.html
162,,,,,,,11.5,26,None,None,10.8,.480,22.4,8.9,.839,10.6,75,None,6-5,NBA,45.6,None,2.7,30.4,Oscar Robertson,PG,None,None,,9.0,CIN,,/players/r/roberos01.html
163,,,,,,,11.1,27,None,None,10.8,.475,22.7,9.8,.842,11.6,76,None,6-5,NBA,46.0,None,3.0,31.3,Oscar Robertson,PG,None,None,,7.7,CIN,,/players/r/roberos01.html
164,,,,,,,10.7,28,None,None,10.6,.493,21.5,9.3,.873,10.7,79,None,6-5,NBA,43.9,None,2.9,30.5,Oscar Robertson,PG,None,None,,6.2,CIN,,/players/r/roberos01.html
165,,,,,,,9.7,29,None,None,10.2,.500,20.3,8.9,.873,10.2,65,None,6-5,NBA,42.5,None,3.1,29.2,Oscar Robertson,PG,None,None,,6.0,CIN,,/players/r/roberos01.html
166,,,,,,,9.8,30,None,None,8.3,.486,17.1,8.1,.838,9.7,79,None,6-5,NBA,43.8,None,2.9,24.7,Oscar Robertson,PG,None,None,,6.4,CIN,,/players/r/roberos01.html
167,,,,,,,8.1,31,None,None,9.4,.511,18.4,6.6,.809,8.1,69,None,6-5,NBA,41.5,None,2.5,25.3,Oscar Robertson,PG,None,None,,6.1,CIN,,/players/r/roberos01.html
168,,,,,,,8.2,32,None,None,7.3,.496,14.7,4.8,.850,5.6,81,None,6-5,NBA,39.4,None,2.5,19.4,Oscar Robertson,PG,None,None,,5.7,MIL,,/players/r/roberos01.html
169,,,,,,,7.7,33,None,None,6.5,.472,13.9,4.3,.836,5.2,64,None,6-5,NBA,37.3,None,1.8,17.4,Oscar Robertson,PG,None,None,,5.0,MIL,,/players/r/roberos01.html
170,,,,,,,7.5,34,None,None,6.1,.454,13.5,3.3,.847,3.8,73,None,6-5,NBA,37.5,None,2.3,15.5,Oscar Robertson,PG,None,1972-73,,4.9,MIL,,/players/r/roberos01.html
171,,,,,,,6.4,35,0.1,3.0,4.8,.438,11.0,3.0,.835,3.6,70,None,6-5,NBA,35.4,1.0,1.9,12.7,Oscar Robertson,PG,1.1,1973-74,,4.0,MIL,,/players/r/roberos01.html
172,,,,,,,4.9,22,,,5.8,.352,16.5,4.0,.756,5.3,69,None,6-1,NBA,None,,2.7,15.6,Bob Cousy,PG,,None,,6.9,BOS,,/players/c/cousybo01.html
173,,,,,,,6.7,23,,,7.8,.369,21.0,6.2,.808,7.7,66,None,6-1,NBA,40.6,,2.9,21.7,Bob Cousy,PG,,None,,6.4,BOS,,/players/c/cousybo01.html
174,,,,,,,7.7,24,,,6.5,.352,18.6,6.7,.816,8.3,71,None,6-1,NBA,41.5,,3.2,19.8,Bob Cousy,PG,,None,,6.3,BOS,,/players/c/cousybo01.html
175,,,,,,,7.2,25,,,6.8,.385,17.5,5.7,.787,7.3,72,None,6-1,NBA,39.7,,2.8,19.2,Bob Cousy,PG,,None,,5.5,BOS,,/players/c/cousybo01.html
176,,,,,,,7.8,26,,,7.4,.397,18.5,6.5,.807,8.0,71,None,6-1,NBA,38.7,,2.3,21.2,Bob Cousy,PG,,None,,6.0,BOS,,/players/c/cousybo01.html
177,,,,,,,8.9,27,,,6.1,.360,17.0,6.6,.844,7.8,72,None,6-1,NBA,38.4,,2.9,18.8,Bob Cousy,PG,,None,,6.8,BOS,,/players/c/cousybo01.html
178,,,,,,,7.5,28,,,7.5,.378,19.8,5.7,.821,6.9,64,None,6-1,NBA,36.9,,2.1,20.6,Bob Cousy,PG,,None,,4.8,BOS,,/players/c/cousybo01.html
179,,,,,,,7.1,29,,,6.8,.353,19.4,4.3,.850,5.0,65,None,6-1,NBA,34.2,,2.1,18.0,Bob Cousy,PG,,None,,5.0,BOS,,/players/c/cousybo01.html
180,,,,,,,8.6,30,,,7.4,.384,19.4,5.1,.855,5.9,65,None,6-1,NBA,37.0,,2.1,20.0,Bob Cousy,PG,,None,,5.5,BOS,,/players/c/cousybo01.html
181,,,,,,,9.5,31,,,7.6,.384,19.7,4.3,.792,5.4,75,None,6-1,NBA,34.5,,1.9,19.4,Bob Cousy,PG,,None,,4.7,BOS,,/players/c/cousybo01.html
182,,,,,,,7.7,32,,,6.8,.371,18.2,4.6,.779,5.9,76,None,6-1,NBA,32.5,,2.6,18.1,Bob Cousy,PG,,None,,4.4,BOS,,/players/c/cousybo01.html
183,,,,,,,7.8,33,,,6.2,.391,15.7,3.3,.754,4.4,75,None,6-1,NBA,28.2,,1.8,15.7,Bob Cousy,PG,,None,,3.5,BOS,,/players/c/cousybo01.html
184,,,,,,,6.8,34,,,5.2,.397,13.0,2.9,.735,3.9,76,None,6-1,NBA,26.0,,2.3,13.2,Bob Cousy,PG,,None,,2.5,BOS,,/players/c/cousybo01.html
185,,,,,,,1968-69,35,,,Did Not Play (retired),38,1966-67,Did Not Play (retired),39,1967-68,Did Not Play (retired),1965-66,6-1,1964-65,37,,40,Did Not Play (retired),Bob Cousy,36,,1963-64,,Did Not Play (retired),Did Not Play (retired),,/players/c/cousybo01.html
186,,,,,,,1.4,41,,,0.1,.333,0.4,0.4,1.000,0.4,7,None,6-1,NBA,4.9,,1.6,0.7,Bob Cousy,PG,,1969-70,,0.7,CIN,,/players/c/cousybo01.html
187,4.4,.499,8.8,0.1,.286,0.4,1.8,19,1.6,4.1,4.5,.491,9.2,1.3,.705,1.9,80,43,6-11,NBA,28.7,2.2,2.4,10.4,Kevin Garnett,SF,1.1,1995-96,1.4,6.3,MIN,.497,/players/g/garneke01.html
188,7.1,.503,14.0,0.1,.286,0.3,3.1,20,2.1,5.6,7.1,.499,14.3,2.7,.754,3.5,77,77,6-11,NBA,38.9,2.5,2.6,17.0,Kevin Garnett,SF,1.4,None,2.3,8.0,MIN,.502,/players/g/garneke01.html
189,7.7,.495,15.6,0.0,.188,0.2,4.2,21,1.8,6.9,7.7,.491,15.8,3.0,.738,4.0,82,82,6-11,NBA,39.3,2.7,2.7,18.5,Kevin Garnett,PF,1.7,None,2.3,9.6,MIN,.492,/players/g/garneke01.html
190,8.7,.463,18.9,0.1,.286,0.3,4.3,22,1.8,6.9,8.8,.460,19.1,3.1,.704,4.4,47,47,6-11,NBA,37.9,3.5,3.2,20.8,Kevin Garnett,PF,1.7,1998-99,2.9,10.4,MIN,.462,/players/g/garneke01.html
191,9.0,.504,17.8,0.4,.370,1.0,5.0,23,1.6,9.0,9.4,.497,18.8,3.8,.765,5.0,81,81,6-11,NBA,40.0,2.8,2.5,22.9,Kevin Garnett,PF,1.5,None,3.3,11.8,MIN,.507,/players/g/garneke01.html
192,8.5,.486,17.4,0.2,.288,0.8,5.0,24,1.8,8.7,8.7,.477,18.2,4.4,.764,5.8,81,81,6-11,NBA,39.5,2.7,2.5,22.0,Kevin Garnett,PF,1.4,None,2.8,11.4,MIN,.484,/players/g/garneke01.html
193,7.7,.484,15.9,0.5,.319,1.4,5.2,25,1.6,9.1,8.1,.470,17.3,4.4,.801,5.5,81,81,6-11,NBA,39.2,3.0,2.3,21.2,Kevin Garnett,PF,1.2,None,2.8,12.1,MIN,.484,/players/g/garneke01.html
194,8.8,.513,17.2,0.2,.282,0.9,6.0,26,1.6,10.5,9.1,.502,18.1,4.6,.751,6.1,82,82,6-11,NBA,40.5,3.0,2.4,23.0,Kevin Garnett,PF,1.4,None,2.8,13.4,MIN,.508,/players/g/garneke01.html
195,9.7,.506,19.1,0.1,.256,0.5,5.0,27,2.2,10.9,9.8,.499,19.6,4.5,.791,5.7,82,82,6-11,NBA,39.4,3.0,2.5,24.2,Kevin Garnett,PF,1.5,None,2.6,13.9,MIN,.502,/players/g/garneke01.html
196,8.3,.507,16.3,0.1,.240,0.3,5.7,28,1.4,10.5,8.3,.502,16.6,5.4,.811,6.7,82,82,6-11,NBA,38.1,3.0,2.5,22.2,Kevin Garnett,PF,1.5,None,2.7,13.5,MIN,.504,/players/g/garneke01.html
197,8.1,.532,15.3,0.1,.267,0.4,4.1,29,1.4,9.9,8.2,.526,15.7,5.2,.810,6.4,76,76,6-11,NBA,38.9,2.8,2.7,21.8,Kevin Garnett,PF,1.4,None,2.4,12.7,MIN,.529,/players/g/garneke01.html
198,8.2,.487,16.9,0.2,.214,0.7,4.1,30,1.7,10.4,8.4,.476,17.6,5.5,.835,6.6,76,76,6-11,NBA,39.4,2.4,2.4,22.4,Kevin Garnett,PF,1.2,None,2.7,12.8,MIN,.480,/players/g/garneke01.html
199,7.5,.545,13.8,0.0,.000,0.2,3.4,31,1.3,7.3,7.5,.539,13.9,3.8,.801,4.7,71,71,6-11,NBA,32.8,1.9,2.3,18.8,Kevin Garnett,PF,1.4,None,1.9,9.2,BOS,.539,/players/g/garneke01.html
200,6.9,.534,12.8,0.0,.250,0.1,2.5,32,1.2,7.1,6.9,.531,13.0,1.9,.841,2.3,57,57,6-11,NBA,31.1,1.4,2.2,15.8,Kevin Garnett,PF,1.1,None,1.6,8.5,BOS,.532,/players/g/garneke01.html
201,5.8,.523,11.1,0.0,.200,0.1,2.7,33,0.8,6.2,5.8,.521,11.2,2.7,.837,3.2,69,69,6-11,NBA,29.9,1.1,2.5,14.3,Kevin Garnett,PF,1.0,None,1.5,7.3,BOS,.521,/players/g/garneke01.html
202,6.1,.530,11.5,0.0,.200,0.1,2.4,34,0.8,7.7,6.1,.528,11.6,2.6,.862,3.1,71,71,6-11,NBA,31.3,1.2,2.1,14.9,Kevin Garnett,PF,1.3,None,1.6,8.9,BOS,.529,/players/g/garneke01.html
203,6.5,.505,12.8,0.1,.333,0.2,2.9,35,1.0,7.1,6.5,.503,13.0,2.7,.857,3.2,60,60,6-11,NBA,31.1,1.1,2.4,15.8,Kevin Garnett,C,0.9,2011-12,1.8,8.2,BOS,.505,/players/g/garneke01.html
204,6.2,.504,12.3,0.0,.125,0.2,2.3,36,0.9,6.7,6.2,.496,12.5,2.3,.786,3.0,68,68,6-11,NBA,29.7,1.1,2.3,14.8,Kevin Garnett,C,1.1,None,1.6,7.8,BOS,.498,/players/g/garneke01.html
205,2.9,.445,6.5,0.0,.000,0.1,1.5,37,0.7,5.5,2.9,.441,6.6,0.7,.809,0.9,54,54,6-11,NBA,20.5,1.1,2.3,6.5,Kevin Garnett,C,0.8,2013-14,1.3,6.6,BRK,.441,/players/g/garneke01.html
206,3.0,.475,6.4,0.0,.143,0.1,1.6,38,0.4,5.6,3.0,.467,6.5,0.8,.800,1.0,47,47,6-11,NBA,20.3,1.0,2.3,6.9,Kevin Garnett,PF,1.0,2014-15,1.0,6.6,TOT,.469,/players/g/garneke01.html
207,3.0,.461,6.4,0.0,.167,0.1,1.6,38,0.3,5.7,3.0,.455,6.5,0.8,.829,1.0,42,42,6-11,NBA,20.3,1.1,2.3,6.8,Kevin Garnett,PF,1.0,2014-15,1.1,6.8,BRK,.456,/players/g/garneke01.html
208,3.6,.600,6.0,0.0,.000,0.2,1.6,38,0.8,4.8,3.6,.581,6.2,0.4,.500,0.8,5,5,6-11,NBA,19.6,0.4,2.6,7.6,Kevin Garnett,PF,1.0,2014-15,0.2,5.2,MIN,.581,/players/g/garneke01.html
209,1.4,.474,3.0,0.0,.000,0.0,1.6,39,0.3,3.6,1.4,.470,3.0,0.4,.667,0.6,38,38,6-11,NBA,14.6,0.4,1.8,3.2,Kevin Garnett,PF,0.7,2015-16,0.4,3.9,MIN,.470,/players/g/garneke01.html
210,,,,,,,4.2,22,None,None,6.7,.419,16.0,4.2,.666,6.3,79,None,6-2,NBA,35.4,None,2.7,17.6,Jerry West,PG,None,None,,7.7,LAL,,/players/w/westje01.html
211,,,,,,,5.4,23,None,None,10.7,.445,23.9,9.5,.769,12.3,75,None,6-2,NBA,41.2,None,2.3,30.8,Jerry West,PG,None,None,,7.9,LAL,,/players/w/westje01.html
212,,,,,,,5.6,24,None,None,10.2,.461,22.1,6.7,.778,8.7,55,None,6-2,NBA,39.3,None,2.7,27.1,Jerry West,PG,None,None,,7.0,LAL,,/players/w/westje01.html
213,,,,,,,5.6,25,None,None,10.3,.484,21.2,8.1,.832,9.8,72,None,6-2,NBA,40.4,None,2.8,28.7,Jerry West,PG,None,None,,6.0,LAL,,/players/w/westje01.html
214,,,,,,,4.9,26,None,None,11.1,.497,22.4,8.8,.821,10.7,74,None,6-2,NBA,41.4,None,3.0,31.0,Jerry West,PG,None,None,,6.0,LAL,,/players/w/westje01.html
215,,,,,,,6.1,27,None,None,10.4,.473,21.9,10.6,.860,12.4,79,None,6-2,NBA,40.7,None,3.1,31.3,Jerry West,PG,None,None,,7.1,LAL,,/players/w/westje01.html
216,,,,,,,6.8,28,None,None,9.8,.464,21.0,9.1,.878,10.4,66,None,6-2,NBA,40.5,None,2.4,28.7,Jerry West,PG,None,None,,5.9,LAL,,/players/w/westje01.html
217,,,,,,,6.1,29,None,None,9.3,.514,18.2,7.7,.811,9.5,51,None,6-2,NBA,37.6,None,3.0,26.3,Jerry West,SG,None,None,,5.8,LAL,,/players/w/westje01.html
218,,,,,,,6.9,30,None,None,8.9,.471,19.0,8.0,.821,9.8,61,None,6-2,NBA,39.2,None,2.6,25.9,Jerry West,SG,None,None,,4.3,LAL,,/players/w/westje01.html
219,,,,,,,7.5,31,None,None,11.2,.497,22.6,8.7,.824,10.6,74,None,6-2,NBA,42.0,None,2.2,31.2,Jerry West,PG,None,None,,4.6,LAL,,/players/w/westje01.html
220,,,,,,,9.5,32,None,None,9.7,.494,19.6,7.6,.832,9.1,69,None,6-2,NBA,41.2,None,2.6,26.9,Jerry West,PG,None,None,,4.6,LAL,,/players/w/westje01.html
221,,,,,,,9.7,33,None,None,9.5,.477,20.0,6.7,.814,8.2,77,None,6-2,NBA,38.6,None,2.7,25.8,Jerry West,PG,None,None,,4.2,LAL,,/players/w/westje01.html
222,,,,,,,8.8,34,None,None,9.0,.479,18.7,4.9,.805,6.1,69,None,6-2,NBA,35.7,None,2.0,22.8,Jerry West,PG,None,None,,4.2,LAL,,/players/w/westje01.html
223,,,,,,,6.6,35,0.7,2.8,7.5,.447,16.7,5.3,.833,6.4,31,None,6-2,NBA,31.2,1.0,2.6,20.3,Jerry West,PG,2.6,None,,3.7,LAL,,/players/w/westje01.html
224,6.4,.540,11.9,0.1,.226,0.4,7.3,20,0.5,5.6,6.5,.530,12.3,4.9,.810,6.0,77,None,6-9,NBA,36.3,2.2,2.8,18.0,Magic Johnson,SG,2.4,None,4.0,7.7,LAL,.534,/players/j/johnsma02.html
225,8.4,.542,15.4,0.1,.176,0.5,8.6,21,0.7,5.9,8.4,.532,15.9,4.6,.760,6.1,37,None,6-9,NBA,37.1,2.7,2.7,21.6,Magic Johnson,SG,3.4,1980-81,3.9,8.6,LAL,.534,/players/j/johnsma02.html
226,7.1,.546,12.9,0.1,.207,0.4,9.5,22,0.4,6.4,7.1,.537,13.3,4.2,.760,5.6,78,77,6-9,NBA,38.3,3.2,2.9,18.6,Magic Johnson,SG,2.7,None,3.7,9.6,LAL,.540,/players/j/johnsma02.html
